0,514,228,514,228
1,564,432,564,432
2,551,297,551,297
3,561,276,561,276
4,566,316,566,316
5,564,409,564,409
6,508,205,508,205
7,550,357,550,357
8,525,282,525,282
9,529,360,529,360
0,510.203064,230.810394,510.203064,230.810394
1,560.05011,436.844879,560.05011,436.844879
2,547.716797,299.856934,547.716797,299.856934
3,556.983459,279.652344,556.983459,279.652344
4,562.596741,319.397827,562.596741,319.397827
5,561.047791,413.083313,561.047791,413.083313
6,504.736908,207.6698,504.736908,207.6698
7,546.964905,360.322357,546.964905,360.322357
8,521.888,285.033875,521.888,285.033875
9,526.387878,363.342529,526.387878,363.342529
0,507.868103,230.811264,507.868103,230.811264
1,558.396179,436.110199,558.396179,436.110199
2,545.939514,300.014191,545.939514,300.014191
3,554.709839,279.539093,554.709839,279.539093
4,560.14917,319.407288,560.14917,319.407288
5,558.8186040000001,413.764893,558.8186040000001,413.764893
6,502.383789,207.680038,502.383789,207.680038
7,544.594543,360.919983,544.594543,360.919983
8,519.614929,284.990326,519.614929,284.990326
9,524.136658,363.782501,524.136658,363.782501
0,506.286133,227.968262,506.286133,227.968262
1,556.594543,433.919189,556.594543,433.919189
2,544.137634,297.068542,544.137634,297.068542
3,552.868408,276.379883,552.868408,276.379883
4,558.710876,316.434387,558.710876,316.434387
5,557.152344,410.69046,557.152344,410.69046
6,500.943298,204.66481,500.943298,204.66481
7,543.035217,357.898102,543.035217,357.898102
8,517.826172,281.980469,517.826172,281.980469
9,521.558716,360.366547,521.558716,360.366547
0,504.61911,231.470428,504.61911,231.470428
1,555.008301,441.209869,555.008301,441.209869
2,542.1116940000001,301.929718,542.1116940000001,301.929718
3,551.373108,280.761902,551.373108,280.761902
4,556.915894,321.602539,556.915894,321.602539
5,555.639648,417.757812,555.639648,417.757812
6,499.407959,207.775543,499.407959,207.775543
7,541.02832,363.661774,541.02832,363.661774
8,516.278259,286.530426,516.278259,286.530426
9,519.702209,366.395996,519.702209,366.395996
0,502.698273,239.371704,502.698273,239.371704
1,553.264893,450.78421,553.264893,450.78421
2,541.129944,309.87915,541.129944,309.87915
3,549.821228,288.764801,549.821228,288.764801
4,555.008789,329.648651,555.008789,329.648651
5,554.103027,425.942352,554.103027,425.942352
6,498.065521,215.755829,498.065521,215.755829
7,539.812317,372.039398,539.812317,372.039398
8,514.96759,294.633728,514.96759,294.633728
9,518.942932,374.258057,518.942932,374.258057
0,501.75589,241.010117,501.75589,241.010117
1,552.158264,453.469604,552.158264,453.469604
2,540.592529,311.989014,540.592529,311.989014
3,549.014099,290.734467,549.014099,290.734467
4,553.995422,331.997223,553.995422,331.997223
5,553.659485,428.969208,553.659485,428.969208
6,497.473602,217.734833,497.473602,217.734833
7,538.6309199999999,374.168152,538.6309199999999,374.168152
8,513.511719,296.372467,513.511719,296.372467
9,517.818237,376.898071,517.818237,376.898071
0,499.380585,244.656616,499.380585,244.656616
1,549.054565,458.126404,549.054565,458.126404
2,537.478394,315.902557,537.478394,315.902557
3,546.430237,294.353485,546.430237,294.353485
4,551.250366,335.791138,551.250366,335.791138
5,550.733459,433.188812,550.733459,433.188812
6,495.035645,221.384323,495.035645,221.384323
7,535.638489,378.292328,535.638489,378.292328
8,510.388916,300.062408,510.388916,300.062408
9,514.942078,380.807678,514.942078,380.807678
0,496.466309,244.602325,496.466309,244.602325
1,544.8937989999999,455.614532,544.8937989999999,455.614532
2,534.045288,314.972656,534.045288,314.972656
3,541.998047,294.324982,541.998047,294.324982
4,547.185059,334.808258,547.185059,334.808258
5,546.3285519999999,431.29129,546.3285519999999,431.29129
6,491.839355,221.481155,491.839355,221.481155
7,532.183899,376.566589,532.183899,376.566589
8,507.124695,300.033997,507.124695,300.033997
9,511.111816,378.9198,511.111816,378.9198
0,491.266663,243.368912,491.266663,243.368912
1,537.823792,454.725189,537.823792,454.725189
2,528.587463,314.035156,528.587463,314.035156
3,536.287415,293.469696,536.287415,293.469696
4,541.39502,334.123657,541.39502,334.123657
5,539.355469,430.52478,539.355469,430.52478
6,486.935486,220.115387,486.935486,220.115387
7,526.028442,375.456146,526.028442,375.456146
8,502.163483,299.142151,502.163483,299.142151
9,504.921356,378.641327,504.921356,378.641327
0,485.235291,235.285965,485.235291,235.285965
1,530.057007,445.198975,530.057007,445.198975
2,522.33844,305.016724,522.33844,305.016724
3,530.810669,284.184723,530.810669,284.184723
4,534.6393430000001,324.855621,534.6393430000001,324.855621
5,531.962402,420.809509,531.962402,420.809509
6,481.174286,211.965164,481.174286,211.965164
7,519.252075,366.039124,519.252075,366.039124
8,494.454102,290.388916,494.454102,290.388916
9,497.765991,368.981445,497.765991,368.981445
58,361,158,361,163
72,15,127,13,153
76,356,158,356,169
